Name,Seller,Condition,Price,Shipping Cost,Shipping Country,Free Return,Last Item,Best Seller,Buy Now,Generation
K# Apple iPhone 8 - 64GB złoty model A1905 oryginalne opakowanie - uszkodzony - przeczytaj !!,  firma,Tylko na części ,"429,88 ","81,29", Niemcy,False,False,False,False,8
Apple iPhone 6s - dobry - A1688 - Przeczytaj opis,  firma,Tylko na części ,"74,91 ","66,87", Wielka Brytania,False,False,False,False,6s
📱 Apple iPhone 5 16GB - Odblokowany czarny klasa A+ Stan IOS 6 zapieczętowany 📱,  firma,Nowy (inny) ,"279,66 ","39,96", Chiny,False,False,True,False,5
Apple iPhone XR A2105 64GB ODBLOKOWANY - 91% baterii - Dobry stan - Czysty IMEI,  prywatny,Używany ,"623,64 ","107,48", Finlandia,False,False,False,False,xr
99% N ew Apple iphone 6S -16GB -Space Gray z pudełkiem Odblokowany smartfon 4G,  firma,Używany ,"435,53 ",Bezpłatna wysyłka za granicę, Chiny,False,False,True,False,6s
Apple iPhone 8 Plus (NA CZĘŚCI) (ZABLOKOWANY) (CZYTAJ),  prywatny,Tylko na części ,"179,81 ","116,67", Stany Zjednoczone,False,False,False,False,8
APPLE IPHONE 15 PLUS 128GB RÓŻOWY (DISH BOOST) UŻYWANY.,  prywatny,Używany ,"1 997,85 ","203,42", Stany Zjednoczone,False,False,False,False,15
GSM ODBLOKOWANY 64GB iPhone SE 3. GENERACJI 2022 A2595 MMX53LL/A Z GWARANCJĄ APPLE.,  firma,Używany ,"779,12 ","118,07", Stany Zjednoczone,False,False,False,False,se
Apple iPhone 12 Pro 512GB biały - odblokowany AT&T T-Mobile Verizon GSM 7582372,  firma,Używany ,"1 438,45 ","125,31", Stany Zjednoczone,False,False,False,False,12
99% Nowy odblokowany Apple iPhone 6S 64GB - srebrny bez pudełka,  firma,Nowy (inny) ,"455,51 ",Bezpłatna wysyłka za granicę, Chiny,True,False,True,False,6s
Apple iPhone 12 - 64GB - czarny (odblokowany) - dobry stan (PRZECZYTAJ),  prywatny,Używany ,"958,97 ","149,68", Stany Zjednoczone,False,False,False,False,12
Apple iPhone X - 64GB - gwiezdna szarość (odblokowany) A1901 (GSM),  prywatny,Używany ,"719,23 ","92,22", Stany Zjednoczone,False,False,False,False,x
99% N ew Apple iphone 6S -32GB -Space Gray z pudełkiem Odblokowany smartfon 4G,  firma,Używany ,"451,51 ",Bezpłatna wysyłka za granicę, Chiny,False,False,True,False,6s
Apple iPhone 11 - 64GB - biały odblokowany A2111 (CDMA + GSM) READ,  prywatny,Używany ,"839,10 ","105,85", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 12 (5G) 128GB| 64GB GSM + CDMA Odblokowany Verizon T-Mobile AT&T,  firma,Używany ,"799,14  do 1 166,74 ","94,82", Stany Zjednoczone,False,False,True,False,12
Apple iPhone 12 Pro - 128GB - złoty (odblokowany) ***PRZECZYTAJ***,  firma,Używany ,"1 194,71 ","152,16", Stany Zjednoczone,False,False,False,False,12
iphone 12 pro 256gb,  prywatny,Używany ,"1 999,00 ",0, Polska,False,False,False,False,12
Apple iPhone 12 - 64GB - czarny (odblokowany),  firma,Używany ,"998,93 ","172,77", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 12 - A2172 - niebieski - 64GB - odblokowany (AP1Y),  firma,Używany ,"795,14 ","137,01", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 64GB biały T-Mobile odblokowany - doskonały stan,  firma,Używany ,"879,05 ","107,12", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 12 64GB 128GB Odblokowany Verizon AT&T T-Mobile Tracfone lekko używany,  firma,Używany ,"871,06  do 1 318,58 ","106,88", Stany Zjednoczone,False,False,True,False,12
pakiet iPhone,  prywatny,Używany ,"1 499,29 ","104,10", Wielka Brytania,False,False,False,False,
Apple iPhone 11 - 64GB - zielony (AT&T) (Dual SIM),  prywatny,Używany ,"679,23 ","132,58", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 13 Pro 256GB czarny - odblokowany AT&T T-Mobile Verizon GSM 7582685,  firma,Używany ,"1 917,94 ","140,89", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 12 - 128GB - czarny ZABLOKOWANY,  firma,Używany ,"799,14 ","104,53", Stany Zjednoczone,False,False,False,False,12
DZIAŁAJĄCY CZARNY TELEFON KOMÓRKOWY APPLE IPHONE 7 32 GB 71% BATERIA AS33,  prywatny,Używany ,"299,81 ","59,67", Wielka Brytania,False,False,False,False,7
"APPLE IPHONE 6, 32GB (NIEZNANY OPERATOR) CZYSTY ESN, DZIAŁA, PRZECZYTAJ!! 60281",  firma,Używany ,"152,80 ","1 051,67", Stany Zjednoczone,False,False,False,False,"6,"
Apple iPhone 6S 16GB różowe złoto,  prywatny,Używany ,"159,79 ","117,35", Stany Zjednoczone,False,False,False,False,6s
Apple iPhone 7 Plus - 32GB - TOUCH ID FAIL,  firma,Tylko na części ,"395,57 ","85,27", Stany Zjednoczone,False,False,False,False,7
Apple iPhone 11 (A2111) 64GB - czerwony (odblokowany) smartfon z oryginalnym pudełkiem IOB,  firma,Używany ,"1 038,84 ","156,27", Stany Zjednoczone,False,False,True,False,11
"Apple iPhone 12 (6,1 cala) smartfon 64GB fioletowy",  firma,Używany ,"1 161,22 ","42,97", Niemcy,False,False,True,False,12
Apple iPhone 4,  prywatny,Tylko na części ,"3,96 ","181,70", Stany Zjednoczone,False,False,False,False,4
Apple iPhone 12 Mini 64GB 128GB 256GB Verizon AT&T T-Mobile Odblokowany (doskonały),  firma,Używany ,"902,91  do 986,90 ","100,89", Stany Zjednoczone,False,False,True,False,12
Apple iPhone 6 A1549 Space Gray NA CZĘŚCI Świetny Przejęcie PRZECZYTAJ Opis,  prywatny,Tylko na części ,"122,87 ","110,34", Stany Zjednoczone,False,False,False,False,6
Apple iPhone 15 Pro - 128GB - czarny tytan (Boost Mobile). W idealnym stanie,  firma,Używany ,"3 096,67 ","179,21", Stany Zjednoczone,False,False,False,False,15
"Schönes iPhone Xs 256GB Spacegrey, ohne Simlock 04/2024-02",  prywatny,Używany ,"1 070,94 ","85,98", Austria,False,False,False,False,xs
Nowy Apple iPhone XR 128GB Czarny Biały Czerwony ✔️ Bez Simlocka ✔️ Zapieczętowany ✔️ Oryginalne opakowanie,  firma,Fabrycznie nowy ,"1 544,05 ","21,46", Szwajcaria,False,False,False,False,xr
Apple iPhone XR 64GB biały,  firma,Odnowiony ,"967,76 ","64,51", Niemcy,False,False,True,False,xr
Apple iPhone 6S 16GB złoty smartfon sprawdzony towar używany neutralnie zapakowany,  firma,Odnowiony ,"301,03 ","38,67", Niemcy,True,False,True,False,6s
Słaby - Apple iPhone 11 64GB - Czarny (odblokowany - Verizon) PRZECZYTAJ NOTATKI - Darmowa wysyłka,  firma,Używany ,"715,19 ","92,06", Stany Zjednoczone,False,False,False,False,11
W idealnym stanie - Apple iPhone 7 128GB czarny A1660 (GSM + CDMA) - T-Mobile zablokowany,  firma,Nowy (inny) ,"379,55 ","84,83", Stany Zjednoczone,False,False,False,False,7
99% Nowy Apple iphone SE 1. generacji 16GB Unocked 4G Gold,  firma,Nowy (inny) ,"359,61 ",Bezpłatna wysyłka za granicę, Chiny,False,False,True,False,se
Apple iPhone 11 - 64GB - czarny (odblokowany) (Dual SIM),  prywatny,Używany ,"699,25 ","136,53", Stany Zjednoczone,False,False,False,False,11
Oryginalny kabel Apple typu C / USB C do Lightning nieużywany..............,  prywatny,Używany ,"349,83 ","69,42", Wielka Brytania,False,False,False,False,
Apple iPhone 11 fioletowy 64GB Verizon odblokowany - uczciwy z chipowaną kamerą,  firma,Używany ,"759,14 ","103,25", Stany Zjednoczone,False,False,True,False,11
Apple iPhone 12 Pro 512GB Odblokowany AT&T T-Mobile Verizon GSM 100% batt! 7582401,  firma,Nowy (inny) ,"1 858,00 ","138,97", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 13 mini 128GB zielony - odblokowany AT&T T-Mobile Verizon GSM 7580048,  firma,Używany ,"1 194,71 ","117,39", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 8 64GB różowe złoto (odblokowany) używany,  prywatny,Używany ,"299,81 ","77,16", Wielka Brytania,False,False,False,False,8
Apple iPhone 5c model A1532 biały smartfon nie testowany zablokowany na komponenty,  firma,Używany ,"98,25 ","160,66", Stany Zjednoczone,False,False,True,False,5c
Apple Iphone 6S - srebrny **BEZ ZASILANIA - PRZECZYTAJ PEŁNY OPIS**,  prywatny,Tylko na części ,"44,98 ","67,32", Wielka Brytania,False,False,False,False,6s
Apple iPhone 11 - 64GB - Czarny (odblokowany) A2111 (CDMA + GSM) *PRZECZYTAJ OPIS*,  firma,Używany ,"799,10 ","94,82", Stany Zjednoczone,False,False,True,False,11
✅ APPLE IPHONE 8 64GB SPACE GRAY MQ6G2QL/A SMARTPHONE REGENER TOP AAAA+,  prywatny,Używany ,"537,62 ","21,50", Włochy,False,False,False,False,8
Apple iPhone 15 Plus - FABRYCZNIE ZAPIECZĘTOWANY - 128 GB - Niebieski (TYLKO AT&T) - CZYSTY IMEI✅,  prywatny,Fabrycznie nowy ,"2 996,58 ","175,97", Stany Zjednoczone,False,False,True,False,15
Apple iPhone 11 - 64 128 256GB - czarny - 100% bateria - pakiet akcesoriów XXL,  firma,Używany ,"1 096,53  do 1 139,54 ","73,12", Niemcy,False,False,False,False,11
Apple iPhone 12 mini - 256GB - czarny fabrycznie odblokowany gwarancja GSM A2176 LTE,  firma,Używany ,"1 038,68 ","112,32", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 64GB fioletowy (odblokowany) (Dual Sim),  prywatny,Używany ,"759,18 ","103,25", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 12 128gb odblokowany,  firma,Używany ,"1 120,30 ","104,12", Wielka Brytania,True,False,False,False,12
Apple iPhone 14 Plus A2632 Odblokowany 128GB Starlight C,  firma,Używany ,"1 997,81 ","133,78", Stany Zjednoczone,False,False,True,False,14
Apple Iphone 5S 16GB space grey. Nowy & oryginalne opakowanie! Spawany!Bez simlocka!Free ex works!,  firma,Fabrycznie nowy ,"1 673,08 ","43,01", Niemcy,True,False,True,False,5s
❤ 99% nowy ❤ Apple iPhone 6s Plus- 128GB-gwiezdna szarość z pudełkiem,  firma,Nowy (inny) ,"543,42 ",Bezpłatna wysyłka za granicę, Chiny,False,False,True,False,6s
Apple iPhone 3GS - 8GB - Czarny (Odblokowany) - PRZECZYTAJ OPIS,  prywatny,Używany ,"4,99 ","118,79", Stany Zjednoczone,False,False,False,False,3gs
Apple iPhone 14 256GB fabrycznie odblokowany czarny Midnight A2649 dobry,  firma,Używany ,"2 313,51 ","144,01", Stany Zjednoczone,False,False,False,False,14
Apple iPhone 5 16GB | czarny | odblokowany | dobry stan,  firma,Używany ,"189,86 ","55,87", Wielka Brytania,False,False,False,False,5
Apple IPHONE 15 256GB Blue MTP93ZD/A,  firma,Fabrycznie nowy ,"3 969,75 ",Bezpłatna wysyłka za granicę, Włochy,False,False,False,False,15
Apple iPhone 1. generacji - 8GB - czarny A1203 - BEZ ZASILANIA - (C3:12),  firma,Tylko na części ,"147,20 ","145,33", Stany Zjednoczone,False,False,False,False,1.
Apple iPhone 12 128GB 64GB fabrycznie odblokowany smartfon AT&T Verizon WIFI 5G,  firma,Używany ,"815,12  do 1 274,63 ","105,05", Stany Zjednoczone,False,False,True,False,12
Apple iPhone 6 - 16 Go - Gris Sidéral - Grade B - Bloqué Icloud - Sans Ecran,  prywatny,Tylko na części ,"21,50 ","34,41", Francja,False,False,False,False,6
Apple iPhone 8- A1905- 64GB - gwiezdna szarość (odblokowany),  firma,Używany ,"235,75 ","128,58", Stany Zjednoczone,False,False,False,False,8-
Apple iPhone 7 - 32GB - Oro Rosa - iOS 15.7.9,  prywatny,Używany ,"351,69 ","86,02", Włochy,False,False,False,False,7
Apple iPhone 11 - 64GB - wersja odblokowana AT&T Cricket T-Mobile - bardzo dobry!,  firma,Używany ,"697,45  do 777,36 ","101,25", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 11 64GB (odblokowany) A2111 czarny - w dobrym stanie,  firma,Używany ,"739,00 ","102,61", Stany Zjednoczone,False,False,True,False,11
Apple iPhone 11 Pro-64GB-256GB - odblokowany - bardzo dobry stan z oryginalnym pudełkiem,  firma,Odnowiony ,"1 343,86  do 1 543,77 ","95,70", Wielka Brytania,False,False,False,False,11
Apple iPhone XR (PRODUKT) CZERWONY - 64GB - (odblokowany) A1984 (CDMA + GSM),  prywatny,Używany ,"143,85 ","132,65", Stany Zjednoczone,False,False,False,False,xr
Apple iPhone XR - 64GB - czarny (odblokowany) - stan bardzo dobry,  firma,Używany ,"669,68 ","72,42", Wielka Brytania,False,False,False,False,xr
Apple iPhone 11 - 64GB -ZIELONY - Zablokowany na nośniku (Spectrum) Zablokowany,  firma,Używany ,"795,14 ","137,61", Stany Zjednoczone,False,False,False,False,11
Apple iPhone X 64GB ODBLOKOWANY GSM - CDMA + WSZYSTKIE nośniki BARDZO DOBRY,  firma,Odnowiony ,"667,24 ","90,50", Stany Zjednoczone,False,False,False,False,x
T-Mobile Apple iPhone 13 128GB Midnight MLML3LL/A,  firma,Używany ,"1 318,54 ","121,43", Stany Zjednoczone,False,False,True,False,13
Apple iPhone 8 (256GB) AT&T dobry stan,  prywatny,Używany ,"479,44 ","126,14", Stany Zjednoczone,False,False,False,False,8
Apple iPhone 7 - 32GB - czarny (odblokowany) A1660 - ZESTAW 5,  firma,Używany ,"1 058,86 ","113,00", Stany Zjednoczone,False,False,False,False,7
iPhone SE 32GB Smartphone - Space Grey TYLKO NA CZĘŚCI,  prywatny,Tylko na części ,"54,72 ","51,23", Wielka Brytania,False,False,False,False,se
Apple iPhone 12 64GB Black Metro od T-Mobile OPEN BOX. AppleCare thru maj 2025!,  prywatny,Nowy (inny) ,"1 394,50 ","203,82", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 12 A2172 64GB czarny odblokowany smartfon - PRZECZYTAJ,  prywatny,Używany ,"827,11 ","133,42", Stany Zjednoczone,False,False,False,False,12
iPhone partia (2) 6s (1) 7 zablokowanych części / naprawa - łącznie 3 iPhone'y,  prywatny,Tylko na części ,"159,83 ","91,50", Stany Zjednoczone,False,False,False,False,partia
Apple iPhone X - 256GB - gwiezdna szarość AT&T GSM gwarancja 4G LTE,  firma,Nowy (inny) ,"559,20 ","103,29", Stany Zjednoczone,False,False,False,False,x
Apple iPhone 12 - 64GB - biały (AT&T) A2172,  firma,Używany ,"795,14 ","137,01", Stany Zjednoczone,False,False,False,False,12
"Apple iPhone 11 - 64GB - czerwony (odblokowany), fabrycznie nowy, 100% stanu baterii.",  firma,Fabrycznie nowy ,"1 444,31 ","99,15", Wielka Brytania,False,False,False,False,11
Apple iPhone 11 - 64GB - fioletowy (T-Mobile) stan bardzo dobry,  prywatny,Używany ,"639,27 ","139,25", Stany Zjednoczone,False,False,False,False,11
Apple iPhone SE 3. generacji 64GB Midnight Verizon Doskonały stan,  firma,Używany ,"679,23 ","90,90", Stany Zjednoczone,False,False,True,False,se
"Apple iPhone 6s 32GB 4,7 cala Smartphone - gwiezdna szarość",  prywatny,Używany ,"199,90 ","77,76", Wielka Brytania,False,False,False,False,6s
Apple iPhone 11 - 64GB - fioletowy (fabrycznie odblokowany) A2111 (CDMA + GSM),  prywatny,Używany ,"695,25 ","141,13", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 11 - 64GB - czarny (odblokowany) ***PRZECZYTAJ***,  firma,Używany ,"599,36 ","132,82", Stany Zjednoczone,False,False,False,False,11
Oryginalny kabel Apple typu C / USB C do Lightning nieużywany.....,  prywatny,Używany ,"1 199,43 ","98,70", Wielka Brytania,False,False,False,False,
iPhone 13 Odblokowany (CDMA + GSM) 128GB Midnight | Dobry,  firma,Używany ,"1 490,40 ","117,27", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 6s - 64GB - gwiezdna szarość (NA CZĘŚCI) (ZABLOKOWANY) (CZYTAJ),  prywatny,Tylko na części ,"98,29 ","131,62", Stany Zjednoczone,False,False,False,False,6s
Apple IPHONE Xs 64GB Silber Ricondiz. Super Message Batterie Ersetzt,  firma,Odnowiony ,"1 111,59 ","13,55", Włochy,False,False,False,False,xs
Apple iPhone SE 1. Gen. 32GB Space Grey Nowe opakowanie zamienne Apple,  firma,Fabrycznie nowy ,"774,13 ","64,51", Niemcy,False,False,True,False,se
"Apple iPhone 7 - 128GB - czarny (bez simlocka), w dobrym stanie.",  prywatny,Używany ,"425,80 ","62,32", Niemcy,False,False,False,False,7
Zapieczętowany Apple iPhone 6S - 128GB - gwiezdna szarość odblokowany do smartfona z całego kraju,  firma,Nowy (inny) ,"523,40 ",Bezpłatna wysyłka za granicę, Chiny,True,False,True,False,6s
Apple iPhone 12 Pro - 128GB - grafitowy (AT&T) (Dual SIM),  prywatny,Używany ,"1 102,77 ","154,11", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 - 64GB - fioletowy (odblokowany) (Dual SIM),  prywatny,Używany ,"918,97 ","136,05", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 12 Mini 128GB Odblokowany AT&T T-Mobile Verizon GSM 100% batt! 7582475,  firma,Używany ,"911,02 ","108,16", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 5 16GB biały | odblokowany | dobry stan,  firma,Używany ,"189,86 ","55,87", Wielka Brytania,False,False,False,False,5
iPhone 11 - ATT - 128GB - czarny - uczciwy,  firma,Używany ,"739,20 ","92,86", Stany Zjednoczone,False,False,True,False,11
Apple iPhone 11 128GB czarny,  firma,Odnowiony ,"1 285,99 ","64,51", Niemcy,False,False,True,False,11
iPhone Xs - 64GB - odblokowany (Przeczytaj opis) BQ7,  firma,Używany ,"359,61 ","108,00", Stany Zjednoczone,False,False,False,False,xs
iPhone 11 Pro - 64GB - Nocna zieleń (bez simlocka) A2215 (CDMA + GSM),  prywatny,Używany ,"1 204,27 ","60,17", Niemcy,False,False,False,False,11
Apple iPhone 13 Pro 128GB grafitowy AT&T dobry stan,  firma,Używany ,"1 518,33 ","118,19", Stany Zjednoczone,False,True,True,True,13
"Smartfon Apple iPhone 11 6,1 cala (15,49 cm) 128GB czarny",  firma,Używany ,"989,18 ","42,97", Niemcy,False,False,True,False,11
ŁADNIE UŻYWANY GSM ODBLOKOWANY 64GB iPhone SE 3. GENERACJI 2022 A2595 MMX53LL/A iOS 16.4.1.,  firma,Używany ,"759,14 ","117,43", Stany Zjednoczone,False,False,False,False,se
❤ 99% nowy ❤ Apple iphone 6S-128GB -srebrny z pudełkiem,  firma,Nowy (inny) ,"527,43 ",Bezpłatna wysyłka za granicę, Chiny,False,False,True,False,6s-128gb
Apple iPhone 14 128GB czerwony odblokowany dobry stan 4086,  firma,Używany ,"1 794,07 ","136,89", Stany Zjednoczone,False,False,False,False,14
"Apple iPhone SE 2 Generation 2020 64GB Rot, Ohne Simlock, Wie Neu!",  firma,Używany ,"576,33 ","64,51", Austria,False,False,True,False,se
Apple iPhone 1st A1203 8GB czarny,  prywatny,Tylko na części ,"199,75 ","59,94", Maroko,False,False,False,False,1st
Apple iPhone 8 Plus - A1864 - 64GB - czarny - odblokowany (AP1G),  firma,Używany ,"355,62 ","122,75", Stany Zjednoczone,False,False,False,False,8
Apple iPhone 11 - 128GB - fioletowy (odblokowany),  prywatny,Używany ,"1 034,89 ","112,20", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 12 - 64GB - Czarny (odblokowany) A2172 (CDMA + GSM) Testowany i działa,  firma,Używany ,"1 078,64 ","145,60", Stany Zjednoczone,False,False,True,False,12
Apple iPhone - 4GB - czarny (Consumer Cellular),  prywatny,Używany ,"79,87 ","126,85", Stany Zjednoczone,False,False,False,False,-
Apple iPhone 4 -GB nieznany- Czarny (Trzy) A1332 (GSM) PRZYCISK HOME WYMAGA UWAGI,  prywatny,Używany ,"49,43 ","75,96", Wielka Brytania,False,False,False,False,4
Apple iPhone 12 128GB czarny niebieski zielony czerwony biały verizon zablokowany w dobrym stanie,  firma,Używany ,"898,83 ","107,80", Stany Zjednoczone,False,False,True,False,12
Apple iPhone 8 części,  prywatny,Tylko na części ,"199,90 ","164,87", Wielka Brytania,False,False,False,False,8
Apple iPhone 5 - 16GB - czarny i łupkowy (odblokowany) A1429 (GSM),  prywatny,Używany ,"149,93 ","73,02", Wielka Brytania,False,False,False,False,5
Apple iPhone 7 Plus 256GB diamentowy czarny iOS smartfon zwrot klienta jak nowy,  firma,Odnowiony ,"817,14 ","38,67", Niemcy,True,True,True,True,7
